processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
PARG586-16,79892,6816049,,PL018T,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F5_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 3,,,,,,,,,
PARG590-16,951066,6816053,,UNCLASS,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F5_rev_R3_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG594-16,32952,6816057,,PL008L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F5_rev_R4_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
PARG620-16,175615,6816083,,PLN04L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F7_rev_R5_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.953,-67.047,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Enrique,East,,,,,,,,,
PARG645-16,60960,6816108,,PLN12T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,F_m26_rev_R4_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,Old Buoy,,,,,,,,,
PARG657-16,53661,6816120,,PLN35T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes14_m26_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
TZAIC797-06,HLC-11859,255057,,HLC-11859,Royal Ontario Museum,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-57,,7.117,79.808,,,,,,,Sri Lanka,Western,Kochchikade,NO 331 Sarath Wattha,,152027,http://www.boldsystems.org/pics/TZAIC/HLC-11859+1170859854.jpg,Lateral,,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
TZAIC935-06,HLC-12294,255195,,HLC-12294,Royal Ontario Museum,,BOLD:AAB2674,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,,,"Bloch, 1787",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-71,,10.145,106.985,,,,,,,Vietnam,Thanh Pho-Ho Chi Minh,Ho Chi Min City,E51 Nouyen Oanh St.,,104550,http://www.boldsystems.org/pics/TZAIC/HLC-12294+1149946662.jpg,Lateral,Lateral,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
ANGBF42811-19,MH331852,10141169,,,"Mined from GenBank, NCBI",,BOLD:AAE8465,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,64365,Pterois radiata,,,,,"Cuvier, 1829",,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Arabia,,,,,,,,,,,,,
DBEEZ053-23,EEZ337,18147481,,EEZ337,"South China Sea Repository and Reference Centre (RRC), Universiti Malaysia Terengganu",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,Tun Nurul Aimi Mat Jaafar,Taxonomic keys,"Bennett, 1831",,,,,TNAMJ,,,,EEZ OFFSHORE DEMERSAL SURVEY,,Trawl,,,,Ocean,,,,,3.375,104.375,,,,,,,Pacific Ocean,,South China Sea,Malaysia,St.140,9524731,http://www.boldsystems.org/pics/DBEEZ/EEZ337+1679805900.JPG,Lateral,,,2023,CreativeCommons - Attribution Non-Commercial Share-Alike,Universiti Malaysia Terengganu,
FNZ215-06,P41672,221430,,P41672,Museum of New Zealand Te Papa Tongarewa,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,FAO-81,Box475-C06,,,,,,,,,New Zealand,,,,,,,,,,,,,
FOAF225-07,BW-A3097,560218,,GT536,"CSIRO, Australian National Fish Collection",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,Peter Last,,"Bennett, 1831",,,,,CSIRO,,,,,,,,,,,,,FAO-57,var WA,-24.6167,112.667,,,,100,,,Australia,Western Australia,off Shark Bay,,NW of Shark Bay,,,,,,,,,
FTW129-09,ASIZP0800278,1000540,ASIZP0064895:ASIZP0910278,CC0278,"Academia Sinica, Biodiversity Research Center",,BOLD:AAE8466,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,195982,Pterois lunulata,,,Cheng-Yi Tsai,,"Temminck & Schlegel, 1843",,,,,Po-Feng Lee,,,,,,,A,,,,,,FAO-61,,22.47,120.43,,,,,,,Taiwan,Pingtung County,"Pinutung, Tongkang",,,,,,,,,,,
FUT300-18,FUT-300,9555078,USNM:FISH:446318,FUT-300,"Smithsonian Institution, National Museum of Natural History",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Jeff Williams,,"Linnaeus, 1758",,Vouchered:Registered Collection,,,J. Williams & S. Planes,,,,Collected between 1-12.5 meters.,,,,,,,,,SL=172 mm.,,-14.3315,-178.072,,,,1,,-11.5,France,Wallis and Futuna Islands,Futuna,,"Wallis and Futuna, Alofi Island, channel into lago",3477111,http://www.boldsystems.org/pics/FUT/USNM_446318_photograph_FUT-300_172mmSL_FUT-2016-09+1549569792.JPG,Lateral,USNM 446318 photograph lateral view,,2016,CreativeCommons – Attribution Non-Commercial (by-nc),Smithsonian Institution National Museum of Natural History,Jeffrey T. Williams
GBGCA12790-15,KP641132,6165674,,KP641132,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,taxon:185886,,-11.5246,-54.3552,Coordinates from country centroid,,,,,,Brazil,,,,,,,,,,,,,
GBMIN129446-17,KT358510,8486670,,KT358510,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMIN94803-17,KT358528,8435184,,KT358528,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9463-20,MN150185,11563886,,MN150185,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9489-20,MN150211,11563912,,MN150211,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9497-20,MN150219,11563920,,MN150219,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9515-20,MN150237,11563938,,MN150237,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9517-20,MN150239,11563940,,MN150239,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE42470-21,MZ675777,14274679,MZ675777,,"Mined from GenBank, NCBI",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE42472-21,MZ708632,14274681,MZ708632,,"Mined from GenBank, NCBI",,BOLD:AAB5916,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10736,Pterois mombasae,,,,,"Smith, 1957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77956-22,MZ317582,16489845,,,"Mined from GenBank, NCBI",,BOLD:AAB2674,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,,,"Bloch, 1787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77959-22,MZ317585,16489848,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,195982,Pterois lunulata,,,,,"Temminck & Schlegel, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77964-22,MZ317590,16489853,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNF47591-22,OL691672,15413468,,OL691672,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47592-22,OL691673,15413469,,OL691673,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47596-22,OL691677,15413473,,OL691677,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47600-22,OL691681,15413477,,OL691681,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47607-22,OL691688,15413484,,OL691688,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47617-22,OL691698,15413494,,OL691698,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47644-22,OL691725,15413521,,OL691725,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47651-22,OL691732,15413528,,OL691732,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47697-22,OL691778,15413574,,OL691778,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47703-22,OL691784,15413580,,OL691784,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
LIONF003-18,Kemer3,8562615,,Kemer3,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Nir Stern,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Bayram Oeztuerk,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,10,,,Turkey,Antalya,Antalya Bay,,Kemer,,,,,,,,,
LIONF008-18,Tur1,8562620,,Tur1,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Fatih Huseyinoglu,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Fatih Huseyinoglu,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Turkey,Antalya,,,Kas,,,,,,,,,
LIONF012-18,Tur5,8562624,,Tur5,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Fatih Huseyinoglu,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Fatih Huseyinoglu,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Turkey,Antalya,,,Kas,,,,,,,,,
LIONF034-18,Cyp14,8562646,,Cyp14,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,17,,,Cyprus,,South Coast,,Greco,,,,,,,,,
LIONF037-18,Cyp17,8562649,,Cyp17,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,8,,,Cyprus,,South Coast,,Cape Greco,,,,,,,,,
LIONF057-18,Cyp37,8562669,,Cyp37,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,-4,,,Cyprus,,North Coast,,Apostolos Andreas,,,,,,,,,
LIONF060-18,Cyp40,8562672,,Cyp40,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,-4,,,Cyprus,,North Coast,,Apostolos Andreas,,,,,,,,,
LIONF099-18,Ei16,8562711,,Ei16,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Daniel Golani,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Daniel Golani,,,,,,Spearfishing,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Gulf of Aqaba,,Eilat,,,,,,,,,
LIONF104-18,Ei25,8562716,,Ei25,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Daniel Golani,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Daniel Golani,,,,,,Spearfishing,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Gulf of Aqaba,,Eilat,,,,,,,,,
MOH191-16,MOH-191,7021526,USNM:FISH:412088,MOH-191,"Smithsonian Institution, National Museum of Natural History",,BOLD:AAB2674,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Jeff Williams,,"Bloch, 1787",,Vouchered:Registered Collection,,,"Jeff Williams, Serge Planes",,,,"Collection depth: 6-26 m.|Marquesas, west coast of Mohotane Island, just south of small bay in center of island, rocky point at opening of cove with about 6 foot swell, collection made at base of rocky point and onto sand/rubble flat at base.",,,,,,,,,,SL=69 mm.,-9.97178,-138.842,,,,6,,-20,French Polynesia,Marquesas Islands,,,,3206673,http://www.boldsystems.org/pics/MOH/USNM_412088_photograph_MOH_191_69mmSL_JTW_2008_09+1507837424.JPG,Lateral,USNM 412088 photograph lateral view,,2008,CreativeCommons – Attribution Non-Commercial (by-nc),Smithsonian Institution National Museum of Natural History,Jeffrey T. Williams
MXIV167-10,MXIV167,1356244,ECOCH6372,167,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Carolina Quintal Lizama,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Pta. Maroma-Nizuc,,,A,,S,,,,FAO-31,WGS84,20.84,-86.877,,,,,,,Mexico,Quintana Roo,Benito Juarez,,Puerto Morelos in front of town,,,,,,,,,
MXIV209-10,MXIV0209,1509207,ECOCH6416,209,"El Colegio de la Frontera Sur, Unidad Chetumal",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Martha Valdez-Moreno,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Xcalac-Majahual,,,A,,S,,,,FAO-02,WGS84,18.269,-87.835,,,,,,,Mexico,Quintana Roo,Othon P. Blanco,,Xcalak region,,,,,,,,,
MXIV238-10,MXIV0238,1509236,ECOCH6416,238,"El Colegio de la Frontera Sur, Unidad Chetumal",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Martha Valdez-Moreno,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Xcalac-Majahual,,,A,,S,,,,FAO-02,WGS84,18.269,-87.835,,,,,,,Mexico,Quintana Roo,Othon P. Blanco,,"Xcalak, Playa sonrisa beach",,,,,,,,,
MXIV487-10,MXIV0865,1634898,ECOCH7009,MXIV865,"El Colegio de la Frontera Sur, Unidad Chetumal",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Martha Valdez-Moreno,,"Linnaeus, 1758",,,,,Martha Valdez-Moreno & Carolina Quintal-Lizama,,,,Xcalac-Majahual,,,I,,S,,,,FAO-31,WGS84,18.714,-87.709,,,,,,,Mexico,Quintana Roo,Othon P. Blanco,,Mahahual in front of town,,,,,,,,,
PARG466-16,164776,6815929,,PLN40L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F10_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG471-16,48560,6815934,,PLN16L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F10_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,Old Buoy,,,,,,,,,
PARG475-16,44774,6815938,,PLN31T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F11_rev_R2_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG488-16,4074366,6815951,,UNCLASS,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F1_rev_R3_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG495-16,104932,6815958,,PL022L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F1_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 2,,,,,,,,,
